"id","ident","url","name","score","phase","team","team_count","is_challenge","is_webembed","progress","summary","hashtag","image_url","source_url","webpage_url","autotext_url","download_url","contact_url","logo_color","logo_icon","excerpt","created_at","updated_at","maintainer","event_url","event_name","category_id","category_name","stats-total","stats-updates","stats-commits","stats-during","stats-people","stats-sizepitch","stats-sizetotal"
"49","","https://challenges.openlegallab.ch/project/49","Digitale notarielle Urkunde","101","Launch","Christian, HP, yann-ivain_beffa, donatien_burin_des_roziers","4","False","False","40","Wie können digitale notarielle Urkunden erstellt werden?","","https://avatars.githubusercontent.com/u/26924841?v=4","https://github.com/yannivain/digital-notarial-deed","https://github.com/yannivain/digital-notarial-deed","https://github.com/yannivain/digital-notarial-deed/","https://github.com/yannivain/digital-notarial-deed/releases","https://openlegallab.slack.com/archives/C038X7JJFLZ","","","https://speakerdeck.com/opendatach/open-legal-lab-digitale-notarielle-urkunde

<h2>Ausgangslage</h2>
Der aktuell gültige Rechtsrahmen in der Schweiz besagt, dass notarielle Urkunden auf Papier zu errichten sind. Jedoch läuft ein Gesetzesprojekt, welches es künftig erlauben soll, digitale Urkunden zu erstellen.
<h2>Anforderungen</h2>
Es soll künftig möglich sein, dass Handelsregister- und Grundbuchämtern bzw. deren Systeme digitale notarielle Urkunden automatisiert verarbeiten.
Es ist folge...","2022-03-08T09:55","2022-03-31T22:21","","https://challenges.openlegallab.ch/event/1","Open Legal Lab 2022","","","41","36","34","38","4","2067","3474"
"42","","https://challenges.openlegallab.ch/project/42","Twitterbot ","91","Share","h_niederhauser, niaeltsch, colin_carter","2","False","False","50","für Leitentscheide des Bundesgerichts","","https://bucketeer-036aa605-c047-4623-8610-f1764b90cf98.s3.amazonaws.com/openlegallab/SPPJ9V1XTJ3PO4KOC0JL0GLB.png","https://github.com/colin-r-carter/BGer_Twitterbot","","https://github.com/colin-r-carter/BGer_Twitterbot","https://github.com/colin-r-carter/BGer_Twitterbot/releases","https://openlegallab.slack.com/archives/C038JJJBUBC","","","Mit einem Twitterbot sollen täglich die als Leitentscheide deklarierten Urteile des Bundesgerichts vertwittert werden.
Es soll versucht werden, für die Tweets eine durch KI erstellte Zusammenfassung zu erstellen, oder mindestens relevante Stichworte aus den Entscheiden zu visualisieren. 

https://twitter.com/BGE_ATF/status/1508213728831057923","2022-02-17T12:57","2022-03-28T15:53","h_niederhauser","https://challenges.openlegallab.ch/event/1","Open Legal Lab 2022","","","30","26","16","28","2","347","491"
"47","","https://challenges.openlegallab.ch/project/47","Solar DAO","82","Research","eswissolar, Riva, stefan_rader","3","False","True","10"," Das digitale Bürgerbeteiligungsmodell","","https://bucketeer-036aa605-c047-4623-8610-f1764b90cf98.s3.amazonaws.com/openlegallab/15PJO9P2XASEBC8T6GZ3VL5E.jpg","https://github.com/e-swissolar-AG/SolarDAA/tree/master","https://tube.switch.ch/embed/3FHPC9C0R6","","","https://openlegallab.slack.com/archives/C038JJZEE11","","","Investitionsmodelle, bei denen sich Privat- und Gewerbekunden im Sinne eines Bürgerbeteiligungsmodells an der Finanzierung einer neuen PV-Anlage beteiligen können, werden immer beliebter. Ein Hauptfaktor der Veränderung in der Energiewirtschaft stellt die dezentrale Energie-Produktion dar. Dabei wird vermehrt auch die Finanzierung der Anlagen ""dezentral"" organisiert, und zwar direkt von Bürgerinnen und Bürgern (mit)finanziert und teilweise auch betrieben.

Eine Decentralised Autonomous Organiz...","2022-02-25T16:38","2023-05-19T07:41","eswissolar","https://challenges.openlegallab.ch/event/1","Open Legal Lab 2022","","","52","48","0","6","3","1570","1607"
"52","","https://challenges.openlegallab.ch/project/52","Casemates","80","Launch","andrea, Speakeasy, cedricjoseph, HP, daniel_harzenmoser, michael_kammerbauer","5","False","True","40","Vereinfachung und Verbesserung des Zugriffs auf den SPARQL-Endpoint «Casemates», um die Daten des Bundesrechts beziehen zu können","","https://avatars.githubusercontent.com/u/13186156?v=4","https://github.com/ribeaud/Sparnatural","https://ribeaud.github.io/Sparnatural/demos/sparnatural-demo-legilux/index.html","https://github.com/ribeaud/Sparnatural/","https://github.com/ribeaud/Sparnatural/releases","https://openlegallab.slack.com/archives/C038JJT5CQ3","","","Mit diesem Projekt soll der Zugang zu den Daten des Bundesrechts für Firmen und Interessierte über die Abfragesprache SPARQL vereinfacht und das Verständnis sowie die Möglichkeiten zum Zugriff auf Casemates und die Daten des Bundesrechts verbessert werden. Verschiedene Firmen arbeiten bereits mit dem SPARQL-Endpoint des Bundesrechts und beziehen von dort Daten, um diese in eigene Anwendungen zu übernehmen. Die Möglichkeiten, die der Endpoint bietet, werden derzeit jedoch noch nicht in dem Masse ...","2022-03-21T06:24","2022-03-31T22:27","andrea","https://challenges.openlegallab.ch/event/1","Open Legal Lab 2022","","","18","11","1","12","5","2138","9818"
"2","","https://challenges.openlegallab.ch/project/2","Frag den Bund","61","Sketching","oleg, Odi, Dominique, florin_hasler, Fabienne, HP, dariennehunziker_odch, andrea","8","False","True","20","Portal für Informationsfreiheit","","https://okfn.de/okf/themen/foia.jpg","https://github.com/OpendataCH/froide/projects/1","https://www.canva.com/design/DAE8QFRpZls/view?embed","https://github.com/opendatach/froide","https://md.coredump.ch/s/hY0X0iq2P#","https://openlegallab.slack.com/archives/C038HSUEPJN","","","<center>
<a href=""https://fragdenbund.ch"" target=""_blank"" class=""btn btn-lg btn-primary"">fragdenbund.ch</a>
<a href=""https://github.com/loleg/froide/projects/1"" target=""_blank"" class=""btn btn-lg btn-dark"">Project Board</a>
<a href=""https://md.coredump.ch/s/hY0X0iq2P#"" target=""_blank"" class=""btn btn-lg btn-info"">Notebook</a>
</center>

Jede Person hat das Recht auf Informationen aus Politik und Verwaltung. [FragDenStaat](https://de.wikipedia.org/wiki/FragDenStaat) (Wikipedia) hilft der Zivi...","2022-01-18T12:05","2022-03-29T15:18","","https://challenges.openlegallab.ch/event/1","Open Legal Lab 2022","","","19","11","1","8","8","2412","4953"
"56","","https://challenges.openlegallab.ch/project/56","Deep Learning für Urteilen","48","Project","McAfee123, hayo_iversen, jesus_zen_drod, Velofisch","4","False","False","5","Verbessern der Zugänglichkeit von Urteilen durch maschinelle Zusammenfassung des Inhalts.","","","https://github.com/Mcafee123/OLL-NLP-Summarization","","https://github.com/Mcafee123/OLL-NLP-Summarization","https://github.com/Mcafee123/OLL-NLP-Summarization/releases","https://openlegallab.slack.com/archives/C038LVBJSDS","","","GPT3 ist ist ein immens grosses Sprachmodell, trainiert mit den Daten des Internets. Es ist mit 175 Milliarden Parametern um den Faktor 100 grösser als GPT 2. Ein so grosses Sprachmodell hat es noch nie gegeben. GPT3 ist ein autoregressives Modell, das ein nächstes Wort ums andere voraussagt. Dies im Unterschied zu einem sog. ""deniosing Autoencoder"" wie BERT. Die Eingabe erfolgt durch eine Frage in englischer Sprache, allenfalls ergänzt durch ein (sog. ""one-shot"") Beispiel oder mehrere (sog. ""fe...","2022-03-23T10:04","2022-03-29T07:24","McAfee123","https://challenges.openlegallab.ch/event/1","Open Legal Lab 2022","","","23","18","11","20","4","849","3871"
"53","","https://challenges.openlegallab.ch/project/53","Aditum - Digitaler Zugang zum Gericht","40","Sketching","stefanheimrich","1","False","True","20","Chatbot befriedigt zielgerichtet Informationsbedürfnisse einer Privatperson","","","","https://tube.switch.ch/embed/gayE2ZCogE","","","https://openlegallab.slack.com/archives/C038BV8E52A","","","## Challenge 

Informationen auf einer Gerichtswebsite wie beispielsweise www.gerichte-zh.ch werden mit Hilfe eines Chatbots so zur Verfügung gestellt, dass eine Privatperson eine Konversation führen kann, die ihre Informationsbedürfnise befriedigt.

## Das Anwenderproblem

In einer Nachbarschaftsstreitigkeit führte der Gang zum Friedensrichter nicht zum Erfolg und es wurde eine Klagebewilligung erteilt.

Eine Privatperson möchte nun entweder als Kläger ein Klageformular einreichen, oder...","2022-03-21T17:36","2023-05-19T07:40","stefanheimrich","https://challenges.openlegallab.ch/event/1","Open Legal Lab 2022","","","9","7","0","0","1","1569","1644"
"57","","https://challenges.openlegallab.ch/project/57","Fachrepositorium Recht","39","Research","danielbrugger, HP, hayo_iversen, stefan_rader, Apollo","5","False","False","10","Die Challenge ist es, gemeinsam ein Fachrepositorium für die schweizerische Rechtswissenschaft aufzubauen.","","","","","","","https://openlegallab.slack.com/archives/C038X7Y58L9","","","https://speakerdeck.com/opendatach/open-legal-lab-repositorium-dot-ch

# Ausgangslage

In der Schweiz hat jede Universität oder Fachhochschule ihr eigenes institutionelles Repositorium, das Zugriff auf die Forschungsergebnisse der jeweiligen Institution gewährt (z.B. https://www.zora.uzh.ch/, https://alexandria.unisg.ch/, https://boris.unibe.ch/). Daneben gibt es internationale Forschungsdatenbanken, auf denen wissenschaftliche Beiträge geteilt werden können (z.B. https://www.researchgate.ne...","2022-03-23T18:24","2022-03-31T22:31","danielbrugger","https://challenges.openlegallab.ch/event/1","Open Legal Lab 2022","","","19","13","0","7","5","5622","5728"
"3","","https://challenges.openlegallab.ch/project/3","Hass melden","39","Research","bogir, Dumeng, andreas_nef","3","False","True","10","Meldetool für unterschiedliche Formen der digitalen Hassrede","","","","https://hassmelden.ch/","","","https://openlegallab.slack.com/archives/C038JJQN7FU","","","Digitale Hassrede und Onlinerassismus stellen eine ernstzunehmende und akute Bedrohung für den demokratischen Diskurs dar, mit traumatisierenden Konsequenzen für die betroffenen Personen oder Menschengruppen. Insbesondere die Diskriminierung aufgrund der Rasse, Ethnie, Religion oder der sexuellen Orientierung sind in der Schweiz verboten. Dennoch entlädt sich Hass und Rassismus beinahe ungehemmt (oft aufgrund scheinbarer Anonymität) im Internet. In der Schweiz gibt es unterschiedlichste Organisa...","2022-01-04T11:00","2022-03-29T07:21","","https://challenges.openlegallab.ch/event/1","Open Legal Lab 2022","","","18","15","0","6","3","1889","1949"
"6","","https://challenges.openlegallab.ch/project/6","🧿 Collective law-making","38","Project","Fab, NicolasZahn, charly, agentlibre, baco, matthme","6","False","True","5","Combining technology and democratic processes to unleash our individual and collective capacities.","","","","https://houseofcommons.ch/wiki/index.php?title=Collective_law-making","https://houseofcommons.ch/wiki/index.php?title=Rule_of_awl_%E2%80%93_Open_Legal_Lab","","https://openlegallab.slack.com/archives/C038BUSBD6J","#521b92","","https://speakerdeck.com/opendatach/open-legal-lab-collective-law-making

![Title](https://bucketeer-036aa605-c047-4623-8610-f1764b90cf98.s3.amazonaws.com/openlegallab/VO7YGP1VUXLOY4BJDGNF80GZ.jpg)","2022-02-03T16:50","2022-03-31T22:03","Fab","https://challenges.openlegallab.ch/event/1","Open Legal Lab 2022","","","26","19","0","2","6","198","296"
